date,pm25,pm10,o3,no2,so2,co
01-01-2019,183,119,10,29,6,10
02-01-2019,187,158,11,33,8,9
03-01-2019,225,140,9,32,6,9
04-01-2019,203,123,9,30,4,7
05-01-2019,191,103,8,29,4,9
06-01-2019,172,109,6,28,4,7
07-01-2019,170,101,9,22,5,6
08-01-2019,165,111,11,24,7,7
09-01-2019,177,112,10,27,5,7
10-01-2019,176,114,10,28,5,6
11-01-2019,175,116,13,30,6,9
12-01-2019,182,152,14,34,8,10
13-01-2019,207,144,12,29,8,7
14-01-2019,207,97,7,24,7,5
15-01-2019,163,97,7,26,5,7
16-01-2019,159,112,7,30,7,7
17-01-2019,177,123,7,29,7,7
18-01-2019,180,124,7,30,6,9
19-01-2019,181,131,6,32,9,9
20-01-2019,187,151,8,33,9,11
21-01-2019,204,180,9,30,9,10
22-01-2019,232,144,13,27,10,9
23-01-2019,209,105,9,17,7,5
24-01-2019,170,96,9,11,4,5
25-01-2019,166,96,5,10,3,4
26-01-2019,167,80,7,10,2,3
27-01-2019,149,68,6,10,2,2
28-01-2019,141,83,8,14,4,2
29-01-2019,148,85,7,21,4,4
30-01-2019,142,122,9,22,5,7
31-01-2019,178,111,9,27,7,6
01-02-2019,185,100,7,37,10,6
02-02-2019,175,112,9,36,9,7
03-02-2019,188,111,5,41,4, 
04-02-2019,184,95,10,22,8,3
05-02-2019,171,110,10,14,8,8
06-02-2019,180,136,8,9,11,8
07-02-2019,210,117,4,11,7,5
08-02-2019,190,79,4,8,2,3
09-02-2019,168,74,5,6,3,2
10-02-2019,146,68,6,4,2,3
11-02-2019,137,75,5,2,5,4
12-02-2019,155,93,5,1,5,5
13-02-2019,162,99,7,1,10,6
14-02-2019,175,88,5,2,5,5
15-02-2019,157,39,5,1,5,4
16-02-2019,85,61,5,1,4,1
17-02-2019,121,88,7,1,7,4
18-02-2019,150,107,6,1,11,8
19-02-2019,172,105,4,1,8,4
20-02-2019,170,105,29,25,9,8
21-02-2019,169,129,25,79,3,9
22-02-2019,201,110,8,81,2,6
23-02-2019,176,70,9,95,2,4
24-02-2019,140,50,18,62,2,4
25-02-2019,107,56,14,14,3,3
26-02-2019,130,41,5,7,1,2
27-02-2019,96,46,13,12,2,3
28-02-2019,96,62,23,26,4,4
01-03-2019,130,80,25,31,8,6
02-03-2019,164,91,19,31,11,5
03-03-2019,169,78,13,24,8,4
04-03-2019,157,90,12,16,3,5
05-03-2019,173,88,12,20,4,5
06-03-2019,161,70,12,19,6,3
07-03-2019,134,79,12,22,7,3
08-03-2019,149,82,11,23,9,6
09-03-2019,154,105,13,25,8,6
10-03-2019,177,90,12,19,7,4
11-03-2019,159,109,11,28,10,6
12-03-2019,178,87,13,21,3,7
13-03-2019,158,105,13,22,9,6
14-03-2019,175,70,9,13,2,6
15-03-2019,142,54,12,18,3,8
16-03-2019,119,77,12,16,5,3
17-03-2019,152,64,8,14,6,6
18-03-2019,114,82,13,11,6,5
19-03-2019,152,105,11,7,13,7
20-03-2019,166,99,10,4,13,7
21-03-2019,162,70,9,2,6,7
22-03-2019,130,77,10,2,10,2
23-03-2019,142,101,10,2,10,5
24-03-2019,162,114,8,2,10,6
25-03-2019,165,106,6,1,6,5
26-03-2019,154,62,7,2,3,5
27-03-2019,121,81,10,2,6,6
28-03-2019,159,88,13,2,4,6
29-03-2019,165,71,15,7, ,3
30-03-2019,153,74,14,12,2,3
31-03-2019,151,60,10,11, ,2
01-10-2018,154,85,40,7,10,10
02-10-2018,148,91,40,9,7,7
03-10-2018,154,90,34,7,3,7
04-10-2018,148,89,41,6,1,5
05-10-2018,162,81,36,7,3,5
06-10-2018,149,104,35,7,16,6
07-10-2018,168,102,48,6,5,8
08-10-2018,173,104,40,2,2,8
09-10-2018,172,72,56,1,2,3
10-10-2018,130,20,5,1, ,1
11-10-2018,52,24,8,2, ,3
12-10-2018,66,26,14,1, ,2
13-10-2018,66,48,12, , ,5
14-10-2018,90, , , , , 
16-10-2018,157,102,45,21,2,11
17-10-2018,174,89,58,17,1,7
18-10-2018,164, , , , , 
20-10-2018,131,93,18,17,3,7
21-10-2018,168,95,23,16,4,8
22-10-2018,165,87,37,15,1,5
23-10-2018,162,74,22,14,4,5
24-10-2018,149,94,24,28,6,7
25-10-2018,160,86,21,25,6,6
26-10-2018,141,78,14,28,3,6
27-10-2018,139,89,21,22,3,5
28-10-2018,162,61,29,16,3,5
29-10-2018,118,51,11,24,1,2
30-10-2018,101,58,29,27,16,11
31-10-2018,133,58,12,20,1,4
01-11-2018,118,76,48,23,17,9
02-11-2018,143,90,13,21,2,9
03-11-2018,168,84,21,19,2,9
04-11-2018,164,93,17,21,2,7
05-11-2018,166,95,22,21,4,6
06-11-2018,171,90,25,13,2,5
07-11-2018,173,108,26,20,6,10
08-11-2018,191,91,22,22,6,8
09-11-2018,173,89,20,22,3,8
10-11-2018,168,82,15,24,4,7
11-11-2018,155,105,19,31,3,8
12-11-2018,175,123,21,26,4,10
13-11-2018,197,140,16,28,5,13
14-11-2018,199,136,36,28,4,9
15-11-2018,173,120,23,28,28,13
16-11-2018,158,115,19,25,4,6
17-11-2018,174,101,19,27,3,7
18-11-2018,168,111,36,34,4,10
19-11-2018,167,127,39,43,25,12
20-11-2018,184,121,31,32,3,8
21-11-2018,181,103,27,25,4,7
22-11-2018,161,109,50,29,6,8
23-11-2018,168,111,16,26,6,8
24-11-2018,171,100,16,23,7,8
25-11-2018,163,110,31,27,7,8
26-11-2018,169,80,10,24,5,7
27-11-2018,138,82,11,21,3,5
28-11-2018,143,98,14,22,5,8
29-11-2018,158,100,13,24,6,5
30-11-2018,161,94,13,23,3,7
01-12-2018,162,95,12,24,3,6
02-12-2018,163,113,15,26,4,8
03-12-2018,171,119,40,27,5,8
04-12-2018,182,120,23,26,47,8
05-12-2018,181,148,2,51,5,14
06-12-2018,182,124,17,26,7,7
07-12-2018,179,113,18,25,6,9
08-12-2018,174,119,19,26,7,9
09-12-2018,179,111,21,25,8,13
10-12-2018,173,135,17,42,7,7
11-12-2018,192, , , , , 
15-12-2018,153,78,17,22,3,5
16-12-2018,152,87,6,19,3,7
17-12-2018,164,56,7,10, ,2
18-12-2018,124,64,11,19, ,5
19-12-2018,128,119,19,23,1,8
20-12-2018,175,128,19,25,3,8
21-12-2018,199,120,17,23,3,6
22-12-2018,186,110,17,22,2,6
23-12-2018,181,115,15,23,4,7
24-12-2018,178,122,16,27,7,8
25-12-2018,192,112,15,27,5,8
26-12-2018,181,104,11,26,8,7
27-12-2018,174,99,12,23,7,5
28-12-2018,155,91,12,23,4,5
29-12-2018,165,103,12,22,3,5
30-12-2018,175, , , , , 
01-07-2018,665,48,8,8,29,11
02-07-2018,94,43,15,8,1,10
03-07-2018,99,42,12,12,1,17
04-07-2018,76,34,6,11,1,11
05-07-2018,71,51,16,11,1,10
06-07-2018,97,56,20,10,1,10
07-07-2018,104,30,11,5,1,8
08-07-2018,71,35,11,7,1,9
09-07-2018,68,40,3,6, ,10
10-07-2018,90,57,1,22,1,12
11-07-2018,111,33,12,5,1,9
12-07-2018,75,34,10,5,1,9
13-07-2018,91, , , , , 
16-07-2018,42,22,13,5,1,9
27-07-2018,71, , , , , 
30-07-2018,114,62, ,13, ,9
31-07-2018,142,44,20,19,2,10
01-08-2018,91,39,33,9,4,10
02-08-2018,73,45,15,12,1,9
03-08-2018,89,56,11,9,2,10
04-08-2018,118,57,12,6,1,10
05-08-2018,122,42,8,9,1,11
06-08-2018,90,29,11,5,1,9
07-08-2018,72,34,11,6,1,9
08-08-2018,65,45,12,7,5,9
09-08-2018,92,38,15,2, ,9
10-08-2018,70,40,9,6, ,9
11-08-2018,92,39,13,5,1,8
12-08-2018,74,37,12,4,1,9
13-08-2018,71,30,13,5, ,9
14-08-2018,76, , , , , 
16-08-2018,62,41,13,5,1,8
17-08-2018,91,56,16,11,1,13
18-08-2018,107,56,10,8, ,11
19-08-2018,115,21,9,5,2,9
20-08-2018,49,27,5,5,1,4
21-08-2018,71,39,8,3,2,9
22-08-2018,78,49,4,13, ,10
23-08-2018,104,49,80,10, ,9
24-08-2018,91, , , , , 
27-08-2018,47,24,21,6,3,11
28-08-2018,59,41,35, ,1,9
29-08-2018,76,46,37, ,1,10
30-08-2018,77,38,27,6,1,11
31-08-2018,79,39,18,6,2,12
01-09-2018,99,34,10,6,12,8
02-09-2018,71,31,16,2,1,9
03-09-2018,66,51,7, ,1,13
04-09-2018,112,41,9, ,1,10
05-09-2018,100,20,8, ,5,8
06-09-2018,50,31,8, ,5,3
07-09-2018,69,59,9, ,1,3
08-09-2018,109,45,7, ,1,2
09-09-2018,80,56,15, ,10,6
10-09-2018,101,59,32, ,3,7
11-09-2018,112,59,38, ,4,4
12-09-2018,111,51,21, ,1,4
13-09-2018,104,55,19, ,50,3
14-09-2018,115,47,13, ,39,3
15-09-2018,98,73,14, , ,5
16-09-2018,130, , , , , 
18-09-2018,125,66,27,6,4,2
19-09-2018,135,28,17,5,18,1
20-09-2018,75,17,19,5,11,1
21-09-2018,41,33,15,5,10,1
22-09-2018,68,34,17,5,11,2
23-09-2018,68,53,21,6,31,4
24-09-2018,103,74,27,6,7,6
25-09-2018,149,68,19,6,6,7
26-09-2018,140,70,24,6,6,4
27-09-2018,150,64,6, ,5,3
30-09-2018,154,82,37,7,11,5
05-04-2018,74,64,35,20,6,9
06-04-2018,118,65,33,14,4,9
07-04-2018,127,50,26,15,2,9
08-04-2018,94,49,15,12, ,8
09-04-2018,91,53,23,17,2,10
10-04-2018,99,65,17,19,14,11
11-04-2018,115,59,25,14,44,12
12-04-2018,110,54,43,13,6,10
13-04-2018,114,63,43,12,4,11
14-04-2018,138,57,49,19,7,9
15-04-2018,119,89,42,24,3,12
16-04-2018,171,84,34,18,4,9
17-04-2018,161,58,19,8,2,9
18-04-2018,136,74,42,18,9,8
19-04-2018,132,67,39,12,1,10
20-04-2018,149,81,30,9,1,9
21-04-2018,112,73,22,15,2,11
22-04-2018,146,80,42,15,4,9
23-04-2018,157,85,25,17,3,11
24-04-2018,167,88,24,15,6,11
25-04-2018,164,74,22,10,1,8
26-04-2018,147,56,21,15,81,8
27-04-2018,120,55,31,16,40,8
28-04-2018,121,60,23,8,5,9
29-04-2018,130,46,11,10,1,9
30-04-2018,86,60,41, ,93,6
01-05-2018,148,58,51,17,6,9
02-05-2018,132,46,31,13,4,9
03-05-2018,108,59,37,16,2,11
04-05-2018,143,59,29,9,3,10
05-05-2018,132,60,24,9,1,9
06-05-2018,132,69,48,15,2,13
07-05-2018,144,73,35,15,3,11
08-05-2018,153,66,28,10, ,11
09-05-2018,148,64,8,5, ,9
10-05-2018,145,63,19,16, ,12
11-05-2018,144,60,30,12,1,9
12-05-2018,140,55,19,11, ,10
13-05-2018,127,53,32,14,3,11
14-05-2018,102,57,31,9,4,9
15-05-2018,140,48,22,6,4,9
16-05-2018,106,62,30,10,1,11
17-05-2018,121,69,34,9,14,11
18-05-2018,148,69,50,11,5,10
19-05-2018,140,62,21,18,14,10
20-05-2018,178,75,38,14,1,11
21-05-2018,140,68,25,10, ,10
22-05-2018,127,55,25,6, ,11
23-05-2018,122,43,21,4,2,10
24-05-2018,93,40,23,6, ,10
25-05-2018,92,53,29,8, ,9
26-05-2018,100,38,24,4, ,9
27-05-2018,85,48,20,5, ,9
28-05-2018,89,47,20,10,13,8
29-05-2018,106,63,15,13,8,8
30-05-2018,125,57,39,9,3,10
31-05-2018,107,56,20,11,14,10
01-06-2018,109,44,18,10, ,9
02-06-2018,89,37,9,4, ,9
03-06-2018,78,54,26,17,5,10
04-06-2018,101,62,16,13,6,9
05-06-2018,129,55,25,8, ,9
06-06-2018,100,42,14,6,1,10
07-06-2018,81,52,13,11, ,10
08-06-2018,101,68,1,19, ,14
09-06-2018,138, , , , , 
11-06-2018,94,55,12,11, ,10
12-06-2018,114,67,22,11,12,8
13-06-2018,123,80,25,10,2,9
14-06-2018,146,95,28,18,1,7
15-06-2018,159,87,20,12, ,12
16-06-2018,153,75,33,13, ,15
17-06-2018,143,79,31,12, ,14
18-06-2018,148,73,37,16,1,11
19-06-2018,124,67,16,13,30,11
20-06-2018,113,40,16,9, ,9
21-06-2018,107, , , , , 
25-06-2018,130, , , , , 
29-06-2018,104,43,16,5,1,7
30-06-2018,96,56,6,8,1,11
21-01-2018,160,98,27,20,8,14
22-01-2018,174,122,33,24,13,18
23-01-2018,200,133,25,21,13,14
24-01-2018,216,97,26,18,7,14
25-01-2018,172,99,30,17,10,13
26-01-2018,177,90,26,17,7,12
27-01-2018,165,107,30,21,10,15
28-01-2018,181,110,42,18,15,15
29-01-2018,180,114,29,21,10,17
30-01-2018,180,131,46,22,14,15
31-01-2018,204,129,21,19,8,14
01-02-2018,186,133,33,22,12,16
02-02-2018,194,147,23,25,14,19
03-02-2018,209,165,21,30,18,17
04-02-2018,242,127,36,21,14,13
05-02-2018,188,106,27,20,10,11
06-02-2018,173,120,22,22,15,14
07-02-2018,174,102,13,19,14,13
08-02-2018,164,111,18,29,19,14
09-02-2018,174,102,19,20,15,11
10-02-2018,160,109,22,27,20,17
11-02-2018,176,146,22,21,11,12
12-02-2018,209,77,13,15,13,11
13-02-2018,138,78,14,21,14,12
14-02-2018,151,80,17,30,13,10
15-02-2018,140,86,16,34,15,12
16-02-2018,144,93,18,29,13,10
17-02-2018,145,117,21,44,15,15
18-02-2018,162,119,20,44,14,13
19-02-2018,176,101,18,25,9,11
20-02-2018,161,108,20,37,14,11
21-02-2018,165,120,17,49,11,15
22-02-2018,176,152,19,57,11,11
23-02-2018,198,118,19,35,6,11
24-02-2018,169,135,16,35,9,14
25-02-2018,180,92,18,27,11,10
26-02-2018,144,93,21,33,12,12
27-02-2018,155,97,21,34,11,12
28-02-2018,163,98,19,30,13,11
01-03-2018,163,96,17,28,12,12
02-03-2018,156,107,16,27,13,12
03-03-2018,152,96,17,31,12,12
04-03-2018,153,116,12,36,13,12
05-03-2018,161,83,14,25,15,13
06-03-2018,135,86,13,34,56,4
07-03-2018,113,113,17,44,9,11
08-03-2018,159,95,16,36,8,11
09-03-2018,156,99,11,31,11,11
10-03-2018,155, , , , , 
12-03-2018,160,122,10,43,10,12
13-03-2018,166,100,10,42,10,13
14-03-2018,153,129,9,43,9,14
15-03-2018,174,88,19,28,15,12
16-03-2018,154,81,16,23,12,11
17-03-2018,138,100,14,36,13,12
18-03-2018,164,96,28,40,13,12
19-03-2018,227,116,23,48,13,14
20-03-2018,239,103,27,28,17,9
21-03-2018,125,111,13,32,13,13
22-03-2018,167,102,28,20,6,11
23-03-2018,162,91,21,19,7,11
24-03-2018,162,89,27,27,6,11
25-03-2018,158,82,57,36,6,13
26-03-2018,136,110,52,34,10,11
27-03-2018,155,117,38,27,6,11
28-03-2018,177, , , , , 
21-05-2023, ,75,38,10,4,5
02-04-2023, ,70,23,18,4,7
20-03-2023, ,81,22,16,5,5
23-10-2022, ,88,28,9,3,4
09-07-2022, ,24,4,24,3,3
13-07-2022, ,27,11,24,3,1
22-07-2022, ,32,5,23,1,3
21-02-2022, ,84,49,6,4,7
28-07-2021, ,23,25,3,2,4
14-02-2021, ,110,52,23,7,7
05-08-2020, ,27,8,3, ,3
02-09-2020, ,31,52,5,8,4
23-04-2020, ,39,11,2,19,1
21-05-2020, ,35,9,4,1,3
17-06-2020, ,42,6,1,1,2
31-12-2019, ,114,19,28,5,10
26-03-2020, ,62,9,9,5,3
31-07-2019, ,32,1,13,2,2
31-12-2018, ,109,11,26,4,7
15-10-2018, ,78,51,18,2,6
19-10-2018, ,84,11,19,3,14
14-12-2018, ,90,17,23,2,4
15-07-2018, ,25,15,3,33,9
17-07-2018, ,38,10,7,1,9
18-07-2018, ,43,11,8, ,10
19-07-2018, ,60,17,15,18,11
20-07-2018, ,30,5,5, ,7
21-07-2018, ,11,7,1, ,7
22-07-2018, ,26,5,8,1,10
23-07-2018, ,27,9,7,1,9
24-07-2018, ,33,15,6,13,9
25-07-2018, ,24,2,11,1,11
26-07-2018, ,22,5,8,4,10
29-07-2018, ,64, ,9, ,7
15-08-2018, ,23,6,6,1,9
26-08-2018, ,22,60,4,1,10
17-09-2018, ,66,34,8,7,5
29-09-2018, ,83,37,8,25,5
04-04-2018, ,51,35,11,1,9
10-06-2018, ,53,16,9,1,11
24-06-2018, ,53,6,12,1,7
28-06-2018, ,43,6, ,1,4
20-01-2018, ,88,26,17,7,10
11-03-2018, ,104,7,44,10,20
