date, pm25, pm10, o3, no2, so2, co
2021/6/30, 86, 51, 16, 8, 2, 4
2021/1/4, 221, 195, 21, 22, 4, 10
2021/1/5, 227, 149, 37, 24, 3, 8
2021/1/6, 199, 127, 18, 21, 5, 6
2021/1/7, 182, 108, 26, 19, 3, 6
2021/1/8, 167, 132, 17, 21, 4, 6
2021/1/9, 183, 129, 19, 17, 1, 7
2021/1/10, 182, 107, 35, 16, 2, 5
2021/1/11, 162, 102, 23, 14, 1, 4
2021/1/12, 165, 112, 27, 14, 3, 5
2021/1/13, 170, 108, 36, 18, 5, 7
2021/1/14, 167, 136, 23, 15, 2, 6
2021/1/15, 197, 138, 21, 13, 2, 5
2021/1/16, 194, 128, 24, 13, 2, 5
2021/1/17, 185, 158, 47, 19, 6, 8
2021/1/18, 196, 160, 25, 18, 2, 8
2021/1/19, 211, 147, 31, 18, 4, 7
2021/1/20, 205, 122, 23, 15, 3, 5
2021/1/21, 173, 124, 33, 15, 4, 7
2021/1/22, 181, 155, 30, 15, 2, 7
2021/1/23, 193, 134, 25, 13, 2, 5
2021/1/24, 190, 121, 34, 14, 4, 6
2021/1/25, 175, 101, 20, 12, 2, 5
2021/1/26, 167, 104, 35, 12, 5, 5
2021/1/27, 166, 101, 21, 18, 2, 6
2021/1/28, 165, 146, 17, 18, 5, 8
2021/1/29, 200, 120, 29, 13, 4, 7
2021/1/30, 179, 105, 22, 12, 2, 5
2021/1/31, 172, 104, 23, 17, 2, 6
2021/2/1, 168, 110, 40, 16, 5, 8
2021/2/2, 165, 133, 27, 24, 2, 6
2021/2/3, 189, 133, 37, 17, 4, 7
2021/2/4, 195, 156, 26, 19, 2, 9
2021/2/5, 211, 125, 40, 18, 5, 6
2021/2/6, 176, 75, 18, 13, 1, 4
2021/2/7, 119, 90, 35, 13, 4, 4
2021/2/8, 150, 114, 26, 18, 2, 7
2021/2/9, 169, 134, 30, 25, 7, 11
2021/2/10, 181, 110, 25, 18, 8, 4
2021/2/11, 167, 126, 41, 18, 9, 7
2021/2/12, 171, 113, 25, 15, 9, 7
2021/2/13, 172, 116, 25, , 13, 7
2021/2/15, 137, 123, 31, 15, 3, 8
2021/2/16, 173, 98, 39, 14, 3, 7
2021/2/17, 153, 108, 28, 18, 4, 6
2021/2/18, 156, 135, 34, 16, 4, 7
2021/2/19, 174, 118, 21, 17, 5, 7
2021/2/20, 165, 118, 23, 15, 6, 6
2021/2/21, 165, 107, 37, 17, 6, 8
2021/2/22, 152, 136, 30, 21, 6, 7
2021/2/23, 176, 126, 53, 18, 6, 8
2021/2/24, 165, 108, 26, 18, 6, 6
2021/2/25, 156, 113, 27, 15, 8, 6
2021/2/26, 153, 102, 21, 16, 3, 5
2021/2/27, 144, 108, 25, 14, 3, 5
2021/2/28, 152, 139, 36, 17, 3, 9
2021/3/1, 153, 128, 30, 15, 3, 6
2021/3/2, 157, 104, 47, 18, 3, 6
2021/3/3, 144, 138, 36, 20, 4, 7
2021/3/4, 156, 121, 37, 20, 4, 7
2021/3/5, 164, 112, 25, 19, 4, 5
2021/3/6, 159, 116, 32, 15, 5, 6
2021/3/7, 163, 133, 30, 11, 4, 6
2021/3/8, 169, 127, 24, 13, 4, 6
2021/3/9, 164, 130, 26, 13, 2, 5
2021/3/10, 172, 117, 25, 15, 3, 5
2021/3/11, 167, 104, 33, 14, 3, 6
2021/3/12, 155, 75, 10, 14, 3, 7
2021/3/13, 143, 90, 29, 16, 4, 9
2021/3/14, 156, 99, 40, 19, 4, 9
2021/3/15, 145, 114, 26, 19, 2, 6
2021/3/16, 155, 147, 36, 17, 2, 7
2021/3/17, 164, 164, 30, 20, 1, 6
2021/3/18, 170, 138, 27, 17, 1, 5
2021/3/19, 165, 154, 27, 21, 1, 7
2021/3/20, 171, 128, 30, 17, 2, 5
2021/3/21, 169, 118, 30, 18, 2, 6
2021/3/22, 157, 125, 45, 17, 2, 7
2021/3/23, 158, 117, 34, 16, 3, 5
2021/3/24, 156, 111, 29, 15, 3, 5
2021/3/25, 145, 123, 34, 16, 2, 6
2021/3/26, 156, 115, 43, 15, 2, 6
2021/3/27, 158, 143, 35, 14, 2, 7
2021/3/28, 168, 108, 34, 13, 3, 6
2021/3/29, 162, 137, 32, 15, 3, 6
2021/3/30, 171, 198, 29, 16, 3, 5
2021/3/31, 177, 130, 38, 20, 3, 7
2020/10/1, 107, 39, 10, , 1, 3
2020/10/2, 75, 50, 28, 9, 1, 4
2020/10/3, 87, 56, 9, 7, 1, 3
2020/10/4, 106, 59, 10, 7, 1, 4
2020/10/5, 115, 20, 32, 8, 3, 3
2020/10/6, 54, 44, 8, 8, 1, 3
2020/10/7, 89, 62, 25, 11, 3, 5
2020/10/8, 120, 71, 9, 11, 1, 4
2020/10/9, 133, 68, 9, 11, 1, 4
2020/10/10, 130, 75, 15, 11, 1, 4
2020/10/11, 140, 81, 45, 12, 3, 5
2020/10/12, 139, 78, 15, 11, 1, 4
2020/10/13, 136, 78, 11, 12, 1, 4
2020/10/14, 141, 68, 32, 11, 2, 4
2020/10/15, 119, 59, 25, 12, 3, 4
2020/10/16, 88, 76, 13, 11, 1, 4
2020/10/17, 144, 83, 13, 12, 1, 4
2020/10/18, 149, 87, 43, 11, 3, 4
2020/10/19, 149, 97, 20, 10, 1, 4
2020/10/20, 161, 92, 46, 10, 4, 6
2020/10/21, 157, 32, 8, 8, 2, 2
2020/10/22, 60, 29, 7, 8, 1, 2
2020/10/23, 53, 49, 9, 10, 1, 3
2020/10/24, 84, 74, 19, 12, 2, 5
2020/10/25, 126, 88, 19, 13, 3, 6
2020/10/26, 153, 84, 36, 13, 4, 6
2020/10/27, 139, 95, 22, 13, 2, 5
2020/10/28, 161, 87, 17, 11, 2, 4
2020/10/29, 148, 86, 19, 9, 2, 3
2020/10/30, 144, 81, 19, 10, 2, 3
2020/10/31, 139, 76, 20, 10, 2, 3
2020/11/1, 135, 90, 35, 11, 3, 5
2020/11/2, 153, 125, 20, 13, 2, 5
2020/11/3, 175, 119, 15, 14, 5, 7
2020/11/4, 167, 120, 17, 16, 4, 9
2020/11/5, 171, 131, 37, 18, 5, 7
2020/11/6, 175, 122, 18, 13, 2, 6
2020/11/7, 175, 96, 10, 12, 2, 5
2020/11/8, 153, 71, 23, 12, 3, 4
2020/11/9, 130, 79, 21, 13, 2, 5
2020/11/10, 136, 68, 17, 12, 2, 3
2020/11/11, 105, 64, 38, 12, 3, 4
2020/11/12, 93, 76, 19, 11, 4, 3
2020/11/13, 103, 85, 22, 11, 1, 4
2020/11/14, 147, 111, 25, 11, 5, 4
2020/11/15, 179, 86, 22, 10, 2, 4
2020/11/16, 155, 90, 26, 11, 2, 6
2020/11/17, 143, 98, 24, 12, 2, 6
2020/11/18, 159, 119, 28, 15, 4, 6
2020/11/19, 174, 101, 18, 11, 2, 6
2020/11/20, 168, 99, 19, 11, 1, 5
2020/11/21, 170, 90, 25, 12, 2, 4
2020/11/22, 153, 96, 32, 15, 2, 6
2020/11/23, 153, 102, 24, 12, 1, 6
2020/11/24, 166, 96, 24, 15, 2, 5
2020/11/25, 164, 90, 15, 5, 1, 5
2020/11/26, 152, 82, 15, 3, 1, 4
2020/11/27, 151, 90, 21, 3, 1, 4
2020/11/28, 159, 107, 22, 8, 1, 5
2020/11/29, 154, 94, 44, 12, 3, 6
2020/11/30, 152, 105, 26, 17, 2, 6
2020/12/1, 166, 126, 36, 18, 1, 8
2020/12/2, 175, 148, 29, 17, 2, 8
2020/12/3, 194, 155, 32, 22, 3, 9
2020/12/4, 208, 200, 26, 20, 2, 11
2020/12/5, 239, 200, 24, 18, 2, 11
2020/12/6, 242, 207, 42, 20, 2, 10
2020/12/7, 247, 163, 20, 17, 2, 10
2020/12/8, 211, 145, 26, 18, 2, 9
2020/12/9, 199, 147, 22, 16, 2, 9
2020/12/10, 201, 141, 26, 16, 2, 7
2020/12/11, 189, 132, 18, 14, 2, 8
2020/12/12, 188, 143, 18, 14, 2, 8
2020/12/13, 194, 96, 35, 15, 2, 5
2020/12/14, 162, 98, 19, 13, 2, 5
2020/12/15, 161, 92, 42, 13, 1, 5
2020/12/16, 158, 103, 19, 12, 2, 5
2020/12/17, 167, 99, 40, 13, 2, 5
2020/12/18, 162, 101, 24, 13, 2, 5
2020/12/19, 166, 109, 25, 11, 2, 5
2020/12/20, 171, 136, 27, 14, 2, 7
2020/12/21, 188, 143, 22, 14, 2, 8
2020/12/22, 191, 129, 21, 16, 3, 7
2020/12/23, 189, 134, 33, 18, 2, 7
2020/12/24, 184, 124, 22, 13, 2, 6
2020/12/25, 183, 122, 23, 11, 2, 6
2020/12/26, 182, 127, 24, 13, 3, 8
2020/12/27, 182, 171, 51, 18, 4, 9
2020/12/28, 199, 136, 22, 18, 3, 8
2020/12/29, 191, 136, 21, 18, 3, 7
2020/12/30, 186, 125, 37, 14, 2, 5
2020/12/31, 180, 110, 24, 11, 2, 4
2021/1/1, 173, 149, 22, 19, 2, 8
2021/1/2, 190, 128, 27, 17, 4, 8
2021/1/3, 187, 188, 28, 22, 4, 10
2020/7/1, 73, 47, 4, 3, 1, 4
2020/7/2, 84, 44, 27, 3, 2, 3
2020/7/3, 91, 31, 3, 3, 1, 2
2020/7/4, 60, 26, 29, 3, 4, 2
2020/7/5, 50, 29, 34, 3, 3, 3
2020/7/6, 57, 34, 2, 3, 3, 3
2020/7/7, 64, 45, 36, 3, 4, 4
2020/7/8, 88, 38, 3, 3, 1, 6
2020/7/9, 71, 41, 32, 3, 3, 3
2020/7/10, 71, 35, 3, 2, , 3
2020/7/11, 69, 50, 3, 3, , 4
2020/7/12, 86, 38, 34, 3, 2, 5
2020/7/13, 69, 58, 4, 3, , 4
2020/7/14, 110, 30, 29, 3, 2, 3
2020/7/15, 62, 23, 5, 3, 1, 2
2020/7/16, 46, 16, 29, 3, 2, 3
2020/7/17, 33, 32, 4, 3, 1, 3
2020/7/18, 60, 34, 2, 3, 1, 3
2020/7/19, 65, 37, 39, 3, 2, 4
2020/7/20, 67, 34, 30, 2, 5, 3
2020/7/21, 60, 40, 33, 2, 2, 5
2020/7/22, 71, 41, 6, 3, 1, 3
2020/7/23, 77, 33, 25, 2, 2, 4
2020/7/24, 72, 48, 6, 2, 1, 3
2020/7/25, 95, 51, 137, 2, 1, 3
2020/7/26, 102, 51, 37, 2, 2, 4
2020/7/27, 102, 53, 11, 3, , 3
2020/7/28, 96, 31, 10, 3, 1, 2
2020/7/29, 65, 30, 55, 3, 3, 3
2020/7/30, 53, 38, 7, 2, , 2
2020/7/31, 72, 51, 42, , 2, 4
2020/8/1, 102, 58, 11, 1, 1, 3
2020/8/2, 120, 56, 52, , 2, 3
2020/8/3, 115, 52, 8, , 3, 2
2020/8/4, 97, , , , , 
2020/8/6, 77, 27, 11, 3, 1, 2
2020/8/7, 55, 36, 12, 3, 1, 3
2020/8/8, 66, 43, 10, 3, 1, 2
2020/8/9, 82, 29, 66, 3, 2, 3
2020/8/10, 57, 30, 9, 4, 1, 2
2020/8/11, 60, 32, 65, 3, 2, 3
2020/8/12, 71, 43, 11, 3, 6, 2
2020/8/13, 74, 20, 57, 3, 1, 3
2020/8/14, 56, 18, 9, 4, 1, 1
2020/8/15, 42, 30, 9, 3, 2, 2
2020/8/16, 61, 43, 45, 3, 2, 3
2020/8/17, 77, 54, 11, 3, 1, 3
2020/8/18, 94, 25, 45, 3, 2, 2
2020/8/19, 49, 14, 7, 4, 1, 2
2020/8/20, 30, 19, 6, 4, 1, 2
2020/8/21, 42, 32, 49, 4, 2, 4
2020/8/22, 65, 44, 7, 4, 1, 3
2020/8/23, 87, 44, 48, 4, 2, 4
2020/8/24, 87, 51, 8, 4, , 2
2020/8/25, 93, 24, 44, 3, 2, 3
2020/8/26, 56, 23, 7, 4, 1, 2
2020/8/27, 45, 25, 49, 4, 2, 3
2020/8/28, 58, 28, 12, 4, 1, 2
2020/8/29, 52, 37, 14, 4, 2, 3
2020/8/30, 64, 60, 3, 6, 1, 4
2020/8/31, 82, , , , , 
2020/9/3, 80, 44, 7, 6, 3, 4
2020/9/4, 75, 43, 11, 6, , 3
2020/9/5, 87, 55, 11, 5, 1, 3
2020/9/6, 94, 51, 13, 5, 1, 3
2020/9/7, 92, 43, 58, 4, 2, 3
2020/9/8, 86, 50, 15, 5, , 4
2020/9/9, 96, 56, 69, 5, 2, 4
2020/9/10, 103, 56, 12, 5, , 3
2020/9/11, 109, 34, 7, 6, , 2
2020/9/12, 63, 22, 8, 6, , 2
2020/9/13, 43, 26, 37, 4, 3, 2
2020/9/14, 43, 36, 9, 5, 1, 2
2020/9/15, 45, 37, 9, 7, 1, 2
2020/9/16, 49, 43, 21, , 3, 3
2020/9/17, 75, 41, 10, 6, 4, 2
2020/9/18, 70, 43, 31, 9, 2, 5
2020/9/19, 79, 61, 6, 7, 1, 3
2020/9/20, 115, 37, 31, 7, 2, 3
2020/9/21, 65, 30, 10, 7, 1, 2
2020/9/22, 57, 24, 10, 7, 3, 1
2020/9/23, 47, 35, 45, 8, 3, 3
2020/9/24, 62, 35, 13, 7, 1, 2
2020/9/25, 70, 39, 7, 7, 1, 3
2020/9/26, 81, 43, 7, , , 3
2020/9/27, 83, 36, 28, , 2, 4
2020/9/28, 72, 58, 10, , 1, 4
2020/9/29, 110, 62, 28, , 1, 3
2020/9/30, 113, 59, 9, , , 3
2020/4/1, 116, 75, 17, 10, 9, 4
2020/4/2, 122, 68, 15, 7, 5, 3
2020/4/3, 101, 68, 18, 8, 8, 4
2020/4/4, 101, 68, 17, 6, 6, 4
2020/4/5, 102, 75, 15, 7, 9, 5
2020/4/6, 109, 83, 14, 8, 11, 6
2020/4/7, 116, 62, 14, 5, 8, 3
2020/4/8, 100, 50, 14, 8, 6, 4
2020/4/9, 83, 60, 16, 10, 8, 6
2020/4/10, 92, 59, 22, 11, 5, 8
2020/4/11, 89, 69, 15, 9, 5, 8
2020/4/12, 100, 66, 7, 17, 3, 8
2020/4/13, 95, 64, 56, 30, 9, 2
2020/4/14, 103, 59, 10, 3, 5, 2
2020/4/15, 86, 62, 14, 3, 5, 2
2020/4/16, 86, , , , , 
2020/4/24, 70, 34, 8, 3, 6, 2
2020/4/25, 65, 46, 9, 3, 5, 2
2020/4/26, 86, 37, 8, 2, 3, 2
2020/4/27, 71, 32, 9, 2, 3, 2
2020/4/28, 57, 46, 11, 2, 3, 2
2020/4/29, 86, 58, 11, 2, 3, 2
2020/4/30, 102, 49, 10, 5, 8, 2
2020/5/1, 97, 38, 8, 5, 10, 3
2020/5/2, 107, 47, 11, 3, 3, 3
2020/5/3, 90, 62, 25, 3, 4, 5
2020/5/4, 119, 43, 9, 3, 4, 3
2020/5/5, 79, 30, 14, 3, 6, 3
2020/5/6, 48, 42, 10, 11, 19, 2
2020/5/7, 82, 41, 11, 6, 3, 3
2020/5/8, 82, 61, 11, 5, 1, 3
2020/5/9, 117, 69, 9, 5, 1, 4
2020/5/10, 141, 52, 12, 6, 6, 4
2020/5/11, 87, 59, 12, 8, 2, 3
2020/5/12, 90, 59, 10, 7, 1, 5
2020/5/13, 98, 43, 5, 7, 1, 3
2020/5/14, 86, 67, 9, 74, 5, 2
2020/5/15, 121, 66, 15, 14, 3, 5
2020/5/16, 104, 66, 16, 10, 5, 4
2020/5/17, 116, 53, 14, 5, , 4
2020/5/18, 85, 34, 32, 4, 5, 4
2020/5/19, 64, 38, 7, 1, 1, 2
2020/5/20, 69, , , , , 
2020/5/22, 64, 65, 6, 2, 1, 4
2020/5/23, 116, 70, 34, 12, 4, 3
2020/5/24, 120, 58, 8, 2, , 4
2020/5/25, 87, 55, 47, 2, 2, 5
2020/5/26, 85, 45, 6, 3, 1, 4
2020/5/27, 68, 32, 13, 3, 1, 3
2020/5/28, 64, 53, 18, 3, 1, 4
2020/5/29, 97, 58, 5, 3, 3, 3
2020/5/30, 99, 53, 9, 4, 3, 4
2020/5/31, 85, 44, 25, 2, 3, 4
2020/6/1, 77, 56, 15, , 2, 5
2020/6/2, 93, 49, 14, 2, 3, 4
2020/6/3, 89, 69, 11, 3, 5, 5
2020/6/4, 117, 27, 40, 3, 3, 4
2020/6/5, 55, 55, 3, 2, 2, 6
2020/6/6, 101, 72, 4, 2, 2, 5
2020/6/7, 133, 58, 27, 1, 2, 4
2020/6/8, 113, 56, 7, , , 4
2020/6/9, 108, 49, 31, , 2, 3
2020/6/10, 98, 47, 2, , 5, 3
2020/6/11, 84, , , , , 
2020/6/18, 66, 37, 6, 3, 3, 3
2020/6/19, 66, 37, 31, 6, 3, 4
2020/6/20, 75, 33, 3, 3, 1, 3
2020/6/21, 59, 41, 29, 4, 1, 5
2020/6/22, 75, 47, 3, 5, , 3
2020/6/23, 77, 41, 22, 3, 2, 3
2020/6/24, 66, 37, 4, 3, , 2
2020/6/25, 63, 39, 27, 3, 2, 4
2020/6/26, 64, 50, 6, 3, 1, 4
2020/6/27, 82, 45, 5, 3, 1, 4
2020/6/28, 76, 35, 29, 3, 2, 3
2020/6/29, 68, 52, 5, 3, 1, 4
2020/6/30, 97, 41, 24, 3, 2, 3
2020/1/1, 181, 85, 36, 19, 5, 7
2020/1/2, 161, 58, 11, 13, 7, 5
2020/1/3, 119, 64, 32, 14, 6, 7
2020/1/4, 125, 61, 19, 15, 4, 4
2020/1/5, 124, 85, 38, 18, 6, 7
2020/1/6, 153, 121, 27, 19, 5, 9
2020/1/7, 183, 130, 34, 22, 7, 12
2020/1/8, 193, 107, 18, 19, 6, 8
2020/1/9, 179, 88, 35, 12, 5, 3
2020/1/10, 156, 74, 25, 12, 3, 3
2020/1/11, 151, 78, 32, 13, 3, 4
2020/1/12, 148, 111, 42, 24, 7, 10
2020/1/13, 170, 177, 36, 32, 7, 17
2020/1/14, 221, 131, 43, 28, 8, 15
2020/1/15, 185, 132, 34, 24, 10, 8
2020/1/16, 191, 105, 30, 18, 7, 10
2020/1/17, 165, 127, 24, 20, 6, 13
2020/1/18, 185, 90, 17, 11, 4, 8
2020/1/19, 163, 71, 41, 15, 7, 6
2020/1/20, 139, 112, 30, 24, 7, 10
2020/1/21, 175, 133, 371, 30, 12, 13
2020/1/22, 194, 117, 328, 19, 7, 8
2020/1/23, 178, 96, 264, 23, 9, 6
2020/1/24, 155, 108, 19, 26, 16, 6
2020/1/25, 170, 104, 21, 19, 8, 
2020/1/26, 168, 106, 22, 24, 8, 10
2020/1/27, 163, 145, 15, 27, 13, 11
2020/1/28, 193, 116, 8, 19, 6, 10
2020/1/29, 181, 121, 10, 16, 10, 9
2020/1/30, 180, 86, 34, 17, 7, 5
2020/1/31, 145, 89, 22, 18, 9, 7
2020/2/1, 153, 81, 23, 13, 8, 4
2020/2/2, 154, 85, 33, 26, 12, 9
2020/2/3, 127, 106, 21, 26, 14, 7
2020/2/4, 167, 101, 36, 22, 10, 6
2020/2/5, 156, 97, 25, 16, 7, 4
2020/2/6, 157, 97, 28, 10, 7, 7
2020/2/7, 158, 127, 16, 9, 12, 8
2020/2/8, 179, 102, 24, 5, 7, 4
2020/2/9, 163, 89, 22, 6, 8, 7
2020/2/10, 149, 98, 26, 6, 8, 6
2020/2/11, 159, 99, 18, 7, 10, 7
2020/2/12, 156, 118, 44, 8, 10, 11
2020/2/13, 174, 127, 15, 7, 11, 6
2020/2/14, 182, 93, 34, 7, 12, 6
2020/2/15, 147, 105, 16, 4, 15, 9
2020/2/16, 162, 109, 36, 4, 12, 9
2020/2/17, 161, 117, 20, 8, 12, 7
2020/2/18, 174, 116, 33, 8, 16, 9
2020/2/19, 171, 129, 18, 7, 11, 6
2020/2/20, 179, 95, 32, 6, 14, 8
2020/2/21, 148, 122, 16, 6, 9, 5
2020/2/22, 178, 94, 15, 5, 11, 5
2020/2/23, 163, 73, 29, 5, 11, 5
2020/2/24, 132, 64, 12, 3, 4, 4
2020/2/25, 108, 70, 31, 4, 10, 6
2020/2/26, 135, 87, 13, 10, 8, 5
2020/2/27, 158, 88, 14, 17, 10, 7
2020/2/28, 146, 117, 30, 23, 13, 9
2020/2/29, 175, 151, 16, 17, 11, 4
2020/3/1, 205, 103, 33, 22, 14, 8
2020/3/2, 154, 98, 11, 17, 9, 4
2020/3/3, 167, 57, 15, 12, 8, 4
2020/3/4, 186, 75, 23, 18, 9, 6
2020/3/5, 142, 62, 10, 16, 5, 5
2020/3/6, 112, 40, 24, 13, 5, 7
2020/3/7, 82, 53, 9, 12, 4, 4
2020/3/8, 104, 69, 22, 12, 8, 5
2020/3/9, 123, 70, 38, 12, 13, 4
2020/3/10, 117, 76, 13, 18, 10, 6
2020/3/11, 123, 84, 19, 18, 5, 10
2020/3/12, 139, 75, 16, 15, 7, 4
2020/3/13, 123, 32, 9, 8, 3, 3
2020/3/14, 64, 57, 8, 13, 4, 6
2020/3/15, 112, 70, 35, 14, 6, 4
2020/3/16, 124, 87, 17, 29, 6, 5
2020/3/17, 135, 83, 35, 15, 8, 6
2020/3/18, 136, 97, 20, 18, 15, 5
2020/3/19, 142, 82, 29, 15, 11, 9
2020/3/20, 116, 100, 16, 16, 15, 4
2020/3/21, 149, 64, 15, 12, 9, 4
2020/3/22, 101, 73, 15, 12, 8, 4
2020/3/23, 122, 72, 19, 10, 6, 4
2020/3/24, 131, 86, 17, 12, 9, 4
2020/3/25, 152, , , , , 
2020/3/27, 77, 61, 12, 6, 5, 3
2020/3/28, 83, 51, 15, 4, 5, 2
2020/3/29, 73, 54, 16, 5, 6, 2
2020/3/30, 71, 65, 17, 6, 7, 3
2020/3/31, 89, 74, 18, 9, 10, 4
2019/10/1, 88, 58, 13, 10, 2, 3
2019/10/2, 118, 62, 8, 8, 2, 3
2019/10/3, 146, 47, 16, 8, 3, 3
2019/10/4, 97, 53, 13, 13, 2, 5
2019/10/5, 121, 46, 12, 14, 2, 4
2019/10/6, 108, 41, 20, 8, 3, 3
2019/10/7, 100, 37, 11, 6, 2, 3
2019/10/8, 89, 23, 9, 5, 3, 2
2019/10/9, 60, 38, 10, 7, 3, 5
2019/10/10, 90, 49, 16, 8, 3, 5
2019/10/11, 111, 57, 20, 8, 3, 5
2019/10/12, 130, 61, 31, 12, 3, 6
2019/10/13, 135, 81, 31, 16, 3, 5
2019/10/14, 156, 67, 30, 14, 3, 5
2019/10/15, 137, 79, 30, 14, 3, 2
2019/10/16, 160, 73, 21, 16, 3, 4
2019/10/17, 153, 60, 22, 7, 2, 3
2019/10/18, 138, 73, 17, 10, 3, 4
2019/10/19, 160, 64, 27, 6, 3, 2
2019/10/20, 150, 55, 14, 9, 2, 5
2019/10/21, 122, 78, 29, 14, 4, 7
2019/10/22, 154, 79, 18, 9, 3, 4
2019/10/23, 160, 23, 16, 4, 2, 2
2019/10/24, 65, 10, 19, 5, 2, 1
2019/10/25, 31, 21, 7, 7, 2, 4
2019/10/26, 58, 119, 11, 13, 3, 7
2019/10/27, 186, 65, 20, 13, 3, 3
2019/10/28, 139, 87, 17, 14, 3, 4
2019/10/29, 167, 93, 20, 18, 3, 5
2019/10/30, 178, 99, 22, 18, 2, 6
2019/10/31, 183, 96, 20, 16, 2, 5
2019/11/1, 175, 92, 22, 16, 2, 5
2019/11/2, 172, 104, 18, 16, 3, 6
2019/11/3, 187, 113, 18, 17, 3, 8
2019/11/4, 192, 150, 24, 17, 3, 6
2019/11/5, 224, 125, 26, 20, 4, 6
2019/11/6, 184, 142, 33, 22, 4, 7
2019/11/7, 184, 91, 18, 14, 3, 4
2019/11/8, 148, 56, 11, 7, 3, 3
2019/11/9, 99, 37, 12, 7, 3, 3
2019/11/10, 72, 74, 20, 13, 3, 4
2019/11/11, 130, 118, 34, 17, 5, 5
2019/11/12, 172, 109, 34, 24, 4, 7
2019/11/13, 171, 128, 31, 20, 4, 6
2019/11/14, 183, 110, 35, 23, 7, 7
2019/11/15, 166, 112, 29, 22, 6, 7
2019/11/16, 172, 122, 42, 22, 6, 8
2019/11/17, 181, 153, 42, 21, 8, 8
2019/11/18, 185, 96, 28, 18, 6, 4
2019/11/19, 158, 132, 44, 29, 10, 10
2019/11/20, 179, 151, 37, 28, 5, 9
2019/11/21, 198, 132, 32, 25, 7, 5
2019/11/22, 184, 144, 29, 20, 12, 8
2019/11/23, 192, 144, 29, 25, 10, 9
2019/11/24, 196, 168, 31, 30, 6, 12
2019/11/25, 211, 157, 34, 19, 4, 10
2019/11/26, 208, 153, 41, 24, 6, 10
2019/11/27, 204, 129, 28, 20, 7, 7
2019/11/28, 183, 121, 29, 24, 5, 7
2019/11/29, 174, 122, 30, 22, 6, 5
2019/11/30, 174, 101, 25, 20, 9, 5
2019/12/1, 162, 88, 38, 19, 6, 6
2019/12/2, 150, 108, 30, 19, 5, 7
2019/12/3, 172, 100, 24, 18, 4, 5
2019/12/4, 163, 100, 5, 15, 4, 5
2019/12/5, 169, 88, 15, 15, 6, 8
2019/12/6, 151, 127, 7, 26, 8, 9
2019/12/7, 177, 115, 6, 23, 6, 7
2019/12/8, 177, 101, 17, 21, 7, 8
2019/12/9, 161, 106, 9, 13, 6, 6
2019/12/10, 168, 125, 18, 16, 7, 6
2019/12/11, 181, 117, 8, 18, 3, 4
2019/12/12, 177, 119, 9, 18, 5, 5
2019/12/13, 175, 100, 3, 17, 2, 5
2019/12/14, 168, 85, 3, 11, 1, 1
2019/12/15, 154, 65, 11, 9, 3, 5
2019/12/16, 126, 79, 3, 5, 2, 3
2019/12/17, 150, 66, 10, 6, 1, 1
2019/12/18, 142, 77, 6, 10, , 3
2019/12/19, 155, 91, 6, 14, 3, 5
2019/12/20, 163, 148, 3, 20, 16, 5
2019/12/21, 178, 226, 4, 18, 4, 15
2019/12/22, 262, 155, 31, 19, 5, 7
2019/12/23, 204, 136, 20, 29, 4, 10
2019/12/24, 191, 130, 19, 39, 4, 11
2019/12/25, 188, 114, 5, 41, 4, 7
2019/12/26, 182, 91, 20, 43, 3, 5
2019/12/27, 164, 89, 26, 45, 3, 5
2019/12/28, 163, 93, 26, 46, 3, 5
2019/12/29, 167, , , , , 
2019/7/1, 88, 21, 4, 2, 1, 2
2019/7/2, 49, 41, 5, 5, 1, 2
2019/7/3, 88, 35, 5, 5, 1, 3
2019/7/4, 78, 44, 8, 3, 1, 2
2019/7/5, 98, 25, 3, 4, 1, 2
2019/7/6, 63, 25, 4, 3, 1, 2
2019/7/7, 67, 33, 2, 4, 1, 2
2019/7/8, 82, 31, 2, 4, 1, 3
2019/7/9, 72, 41, 2, 7, 2, 2
2019/7/10, 95, 39, 2, 7, 1, 3
2019/7/11, 88, 50, 4, 6, 1, 2
2019/7/12, 99, 55, 5, 8, 1, 4
2019/7/13, 104, 63, 8, 5, 1, 2
2019/7/14, 110, 73, 11, 11, 1, 5
2019/7/15, 132, 56, 9, 10, 2, 4
2019/7/16, 108, 60, 12, 5, 2, 4
2019/7/17, 128, 62, 7, 12, 2, 4
2019/7/18, 142, 38, 5, 14, 2, 1
2019/7/19, 81, 22, 3, 11, 2, 2
2019/7/20, 63, 23, 4, 10, 2, 1
2019/7/21, 63, 39, 5, 11, 2, 2
2019/7/22, 80, 38, 5, 10, 2, 2
2019/7/23, 78, 26, 4, 12, 2, 3
2019/7/24, 67, 33, 2, 11, 2, 3
2019/7/25, 75, , , , , 
2019/8/1, 66, 38, 2, 11, 2, 2
2019/8/2, 84, 36, 1, 13, 2, 2
2019/8/3, 89, 36, 2, 11, 2, 4
2019/8/4, 85, 42, 5, 10, 2, 3
2019/8/5, 88, 44, 4, 12, 2, 3
2019/8/6, 102, 15, 2, 9, 2, 1
2019/8/7, 39, 20, , 9, 2, 2
2019/8/8, 48, 51, 2, 11, 2, 3
2019/8/9, 97, 46, 1, 10, 2, 2
2019/8/10, 99, 50, 2, 10, 2, 2
2019/8/11, 114, 42, 4, 10, 2, 3
